"[-0.65535808 -0.65342771 -0.65183498 -0.6504317  -0.6490884  -0.6477426
 -0.6463786  -0.64500029 -0.64361499 -0.64222759 -0.64084016]","[9.07072639 9.15070303 9.23068713 9.31067482 9.39066354 9.47065222
 9.55064059 9.63062872 9.71061672 9.79060469 9.87059266]"
"[-0.65151411 -0.64968288 -0.64814247 -0.64675554 -0.64541271 -0.64406428
 -0.64269943 -0.64132258 -0.63994018 -0.63855635 -0.63717276]","[9.14188862 9.2218676  9.30185274 9.38184071 9.46182944 9.54181808
 9.62180643 9.70179459 9.78178264 9.86177067 9.94175871]"
"[-0.65151411 -0.6496643  -0.64809773 -0.64669522 -0.64534706 -0.64399862
 -0.64263532 -0.64125984 -0.6398782  -0.63849461 -0.63711085]","[9.14188862 9.22186718 9.30185181 9.38183951 9.46182815 9.54181679
 9.62180517 9.70179335 9.78178142 9.86176945 9.94175748]"
"[-0.65437245 -0.65254227 -0.65098443 -0.64958086 -0.64822686 -0.64687138
 -0.64550134 -0.6441197  -0.64273231 -0.64134317 -0.63995396]","[ 9.22121906  9.30119808  9.38118288  9.46117057  9.54115911  9.62114762
  9.70113589  9.78112396  9.86111193  9.94109987 10.02108781]"
"[-0.65879953 -0.65701647 -0.65547894 -0.6540752  -0.65271203 -0.65134565
 -0.64996574 -0.64857553 -0.64718041 -0.64578391 -0.64438748]","[ 9.29168987  9.37166996  9.45165516  9.53164284  9.61163123  9.69161956
  9.77160766  9.85159558  9.93158342 10.01157123 10.09155904]"
"[-0.6658237  -0.66407884 -0.66254914 -0.6611352  -0.65975568 -0.65837284
 -0.65697802 -0.65557423 -0.65416619 -0.65275698 -0.65134787]","[ 9.44743156  9.5274125   9.60739786  9.68738536  9.76737347  9.84736152
  9.92734936 10.00733704 10.08732465 10.16731224 10.24729983]"
"[-0.66136515 -0.65966645 -0.65815592 -0.65674678 -0.65536787 -0.6539861
 -0.65259387 -0.65119377 -0.64978996 -0.64838511 -0.64698034]","[ 9.52051067  9.60049261  9.68047834  9.76046593  9.84045404  9.92044211
 10.00043    10.08041774 10.16040543 10.24039309 10.32038076]"
"[-0.66259891 -0.6609093  -0.65939466 -0.65797834 -0.65659329 -0.65520705
 -0.65381139 -0.65240828 -0.6510015  -0.64959359 -0.64818565]","[ 9.58741379  9.66739592  9.74738157  9.82736904  9.90735705  9.98734504
 10.06733286 10.14732056 10.22730819 10.3072958  10.38728341]"
"[-0.66300374 -0.66133589 -0.65982965 -0.65841322 -0.65702491 -0.65563514
 -0.6542366  -0.65283121 -0.65142247 -0.65001273 -0.64860298]","[ 9.64588261  9.7258652   9.80585101  9.88583847  9.96582643 10.04581435
 10.12580213 10.20578979 10.28577738 10.36576496 10.44575254]"
"[-0.66254902 -0.66093609 -0.65945705 -0.65804684 -0.65665558 -0.65526114
 -0.65385898 -0.65245133 -0.65104119 -0.64963043 -0.64821982]","[ 9.71883869  9.79882242  9.87880874  9.95879631 10.03878421 10.11877206
 10.19875977 10.27874739 10.35873496 10.43872252 10.51871008]"
"[-0.67219114 -0.67058515 -0.66909487 -0.66766698 -0.66625772 -0.66484675
 -0.66342934 -0.66200708 -0.66058252 -0.65915731 -0.65773214]","[ 9.79576111  9.87574498  9.95573109 10.03571835 10.11570594 10.19569349
 10.27568094 10.35566829 10.43565561 10.51564292 10.59563022]"
"[-0.671718   -0.67011557 -0.66862211 -0.66719047 -0.66577877 -0.66436656
 -0.66294854 -0.66152584 -0.66010081 -0.65867505 -0.65724925]","[ 9.84899235  9.92897629 10.00896235 10.08894954 10.16893708 10.24892462
 10.32891205 10.4088994  10.48888671 10.568874   10.64886129]"
"[-0.67550433 -0.67390275 -0.67240547 -0.67096749 -0.66954871 -0.66812949
 -0.66670472 -0.66527547 -0.66384399 -0.66241179 -0.66097955]","[ 9.90914345  9.98912741 10.06911339 10.14910047 10.22908789 10.3090753
 10.38906261 10.46904984 10.54903704 10.62902422 10.7090114 ]"
"[-0.67550433 -0.67390107 -0.67240141 -0.670962   -0.66954274 -0.66812352
 -0.66669889 -0.66526976 -0.66383834 -0.66240617 -0.66097391]","[ 9.90914345  9.98912738 10.06911332 10.14910036 10.22908778 10.30907519
 10.3890625  10.46904974 10.54903693 10.62902411 10.70901129]"
"[-0.66716504 -0.66563605 -0.66418368 -0.66276649 -0.66135687 -0.65994393
 -0.65852623 -0.65710552 -0.6556836  -0.65426148 -0.65283955]","[ 9.95396137 10.03394676 10.11393357 10.19392102 10.2739086  10.35389612
 10.43388356 10.51387094 10.59385831 10.67384567 10.75383303]"
"[-0.672135   -0.67059937 -0.66913038 -0.66769814 -0.66627731 -0.66485581
 -0.66343066 -0.66200269 -0.66057334 -0.65914359 -0.65771383]","[10.00342369 10.08340895 10.16339546 10.24338264 10.32337002 10.40335739
 10.4833447  10.56333195 10.64331919 10.72330641 10.80329363]"
"[-0.67436099 -0.67284363 -0.67138131 -0.6699473  -0.6685211  -0.66709361
 -0.66566294 -0.66423001 -0.66279605 -0.66136183 -0.65992766]","[10.06779194 10.14777755 10.22776418 10.30775133 10.38773861 10.46772588
 10.54771309 10.62770025 10.7076874  10.78767455 10.86766169]"
"[-0.67691189 -0.67538742 -0.67391445 -0.67247081 -0.67103673 -0.66960246
 -0.66816545 -0.66672623 -0.66528589 -0.66384519 -0.66240446]","[10.19819546 10.27818093 10.35816737 10.43815434 10.51814149 10.59812863
 10.67811573 10.75810278 10.83808981 10.91807684 10.99806387]"
"[-0.67592168 -0.67440009 -0.67292757 -0.6714829  -0.67004725 -0.66861138
 -0.6671729  -0.6657323  -0.66429065 -0.66284866 -0.66140664]","[10.30735016 10.38733569 10.46732213 10.54730909 10.62729621 10.70728332
 10.78727039 10.86725742 10.94724443 11.02723143 11.10721844]"
"[-0.68836188 -0.68680238 -0.68529889 -0.6838306  -0.68237529 -0.68092097
 -0.67946394 -0.67800438 -0.67654344 -0.67508197 -0.67362038]","[10.42252636 10.50251116 10.58249703 10.66248355 10.74247032 10.8224571
 10.90244383 10.98243051 11.06241717 11.14240382 11.22239047]"
"[-0.68183517 -0.68029477 -0.67880827 -0.67735207 -0.67590554 -0.67445868
 -0.67300892 -0.67155685 -0.67010363 -0.66865004 -0.66719643]","[10.45694828 10.53693345 10.61691964 10.69690638 10.7768933  10.85688022
 10.93686708 11.01685391 11.09684071 11.1768275  11.25681429]"
"[-0.6876297  -0.68612446 -0.68465338 -0.6831955  -0.68173904 -0.68028021
 -0.67881905 -0.67735661 -0.67589376 -0.67443091 -0.67296822]","[10.51835823 10.59834407 10.67833054 10.75831726 10.838304   10.9182907
 10.99827736 11.07826399 11.15825061 11.23823724 11.31822387]"
"[-0.68048835 -0.67899692 -0.67753051 -0.67607656 -0.67462584 -0.67317438
 -0.67172145 -0.67026749 -0.66881309 -0.66735857 -0.66590409]","[10.57485771 10.65484381 10.73483037 10.81481716 10.894804   10.97479084
 11.05477764 11.13476443 11.21475121 11.29473799 11.37472476]"
"[-0.67460322 -0.67314691 -0.67170119 -0.67025697 -0.66881113 -0.6673636
 -0.66591513 -0.66446636 -0.66301758 -0.66156892 -0.66012037]","[10.66161156 10.7415983  10.82158524 10.9015722  10.98155914 11.06154604
 11.14153293 11.22151981 11.30150669 11.38149357 11.46148046]"
"[-0.6785351  -0.67709806 -0.67565578 -0.67420564 -0.67275069 -0.67129398
 -0.66983716 -0.66838071 -0.66692464 -0.66546879 -0.66401309]","[10.7416935  10.82168059 10.90166759 10.98165445 11.06164121 11.14162795
 11.22161469 11.30160143 11.38158818 11.46157493 11.54156169]"
"[-0.6740638  -0.67262526 -0.67117905 -0.66972826 -0.66827588 -0.66682345
 -0.66537141 -0.6639197  -0.66246818 -0.66101671 -0.65956526]","[10.81236267 10.89234974 10.97233666 11.05232351 11.13231033 11.21229714
 11.29228396 11.37227079 11.45225762 11.53224446 11.61223129]"
"[-0.67750907 -0.67610475 -0.67467558 -0.67322591 -0.67176663 -0.67030511
 -0.66884438 -0.66738493 -0.66592636 -0.66446822 -0.66301028]","[10.89486122 10.9748489  11.05483613 11.13482299 11.21480968 11.29479633
 11.374783   11.45476969 11.53475639 11.6147431  11.69472982]"
"[-0.67184645 -0.67043    -0.66899029 -0.6675385  -0.66608329 -0.66462857
 -0.66317518 -0.66172277 -0.6602708  -0.65881896 -0.6573671 ]","[10.9544878  11.03447526 11.11446231 11.19444913 11.2744359  11.35442267
 11.43440947 11.51439628 11.59438311 11.67436993 11.75435676]"
"[-0.66880339 -0.66740961 -0.66598596 -0.66454233 -0.6630908  -0.66163827
 -0.66018708 -0.65873728 -0.65728829 -0.65583963 -0.65439109]","[10.9915247  11.07151255 11.15149989 11.23148686 11.31147369 11.39146051
 11.47144734 11.55143421 11.63142108 11.71140797 11.79139485]"
"[-0.66833466 -0.66694583 -0.66552259 -0.66407804 -0.66262575 -0.66117295
 -0.65972183 -0.65827225 -0.65682352 -0.65537511 -0.65392678]","[11.00931168 11.08929962 11.16928696 11.24927392 11.32926074 11.40924754
 11.48923438 11.56922125 11.64920813 11.72919502 11.80918191]"
"[-0.6592496  -0.65787857 -0.65646914 -0.65503608 -0.65359449 -0.65215237
 -0.65071213 -0.64927362 -0.64783605 -0.64639882 -0.64496168]","[11.05653572 11.13652397 11.21651156 11.29649872 11.37648573 11.45647273
 11.53645977 11.61644684 11.69643392 11.77642101 11.8564081 ]"
"[-0.66148454 -0.66010135 -0.65868135 -0.65724058 -0.65579311 -0.65434582
 -0.6529005  -0.65145677 -0.65001384 -0.64857117 -0.64712853]","[11.15587044 11.23585848 11.31584588 11.3958329  11.47581981 11.55580672
 11.63579366 11.71578063 11.79576762 11.87575461 11.9557416 ]"
"[-0.66027617 -0.65890893 -0.6574988  -0.65606137 -0.65461368 -0.65316505
 -0.65171845 -0.65027381 -0.64883026 -0.64738715 -0.64594415]","[11.24061203 11.32060035 11.40058792 11.480575   11.5605619  11.64054879
 11.72053571 11.80052267 11.88050964 11.96049662 12.04048361]"
"[-0.67162389 -0.67025373 -0.66883226 -0.66737817 -0.66591183 -0.66444439
 -0.66297938 -0.66151672 -0.66005537 -0.65859453 -0.65713383]","[11.33396053 11.4139488  11.49393617 11.57392295 11.65390951 11.73389606
 11.81388264 11.89386927 11.97385592 12.05384259 12.13382925]"
"[-0.67726791 -0.67592641 -0.67451299 -0.67305066 -0.67156861 -0.67008382
 -0.66860217 -0.6671239  -0.66564764 -0.66417224 -0.66269715]","[11.60886383 11.68885258 11.76884009 11.84882673 11.928813   12.00879922
 12.0887855  12.16877184 12.24875822 12.32874461 12.40873101]"
"[-0.68031675 -0.67894214 -0.67749918 -0.67601846 -0.6745259  -0.67303396
 -0.67154574 -0.67006048 -0.66857668 -0.66709334 -0.66561004]","[11.7617712  11.84175939 11.92174637 12.00173267 12.08171875 12.16170483
 12.24169099 12.3216772  12.40166344 12.48164969 12.56163594]"
"[-0.67921072 -0.67783711 -0.67639605 -0.67491541 -0.67342124 -0.6719268
 -0.67043585 -0.66894788 -0.66746148 -0.66597563 -0.66448989]","[11.91795349 11.9979417  12.07792871 12.15791501 12.23790106 12.3178871
 12.39787321 12.47785937 12.55784556 12.63783176 12.71781796]"
"[-0.68068808 -0.67930257 -0.67785274 -0.67636629 -0.67486784 -0.67336954
 -0.67187466 -0.67038259 -0.66889196 -0.66740182 -0.66591174]","[12.00621605 12.08620405 12.16619091 12.2461771  12.32616307 12.40614903
 12.48613507 12.56612115 12.64610727 12.72609339 12.80607951]"
"[-0.68258524 -0.68036139 -0.67385658 -0.66251888 -0.64748042 -0.62968143
 -0.60937505 -0.5862352  -0.55965798 -0.52909303 -0.4942823 ]","[12.07695675 12.15692014 12.23664154 12.31582379 12.39439213 12.47238341
 12.54975943 12.62633394 12.70178147 12.77570089 12.84771718]"
"[-0.68996292 -0.6854813  -0.67321049 -0.65409008 -0.63000171 -0.6019226
 -0.56973367 -0.5325734  -0.48936206 -0.43936385 -0.38256732]","[12.15671921 12.23656762 12.31558792 12.39324962 12.46952579 12.54442655
 12.61765139 12.68847394 12.75576243 12.8181612  12.87443652]"
"[-0.68389511 -0.67777749 -0.66152156 -0.63722986 -0.60731901 -0.5728218
 -0.53347991 -0.48828492 -0.43614326 -0.37654959 -0.30998233]","[12.22088051 12.30059439 12.37887474 12.45507034 12.52925285 12.60141813
 12.67105373 12.73702541 12.79763363 12.85090973 12.89515385]"
"[-0.68953562 -0.68222964 -0.66297374 -0.63467887 -0.60017439 -0.56057826
 -0.51560663 -0.46426324 -0.40561555 -0.33953382 -0.26704554]","[12.27476883 12.35435741 12.43193697 12.50673081 12.57888673 12.64838003
 12.71451153 12.77580579 12.83012021 12.87506285 12.90869104]"
"[-0.68991566 -0.68165363 -0.65979023 -0.62738024 -0.58755676 -0.54172336
 -0.48990263 -0.43157628 -0.36652306 -0.29536274 -0.21950544]","[12.33693027 12.41640063 12.49326339 12.56635136 12.63570196 12.70123871
 12.76214016 12.81682018 12.86326752 12.89965479 12.92481865]"
"[-0.7088685  -0.69999653 -0.67669097 -0.63974508 -0.59041636 -0.55528672
 -0.55528672 -0.55528672 -0.55528672 -0.55528672 -0.55528672]","[12.51303673 12.59242885 12.66884006 12.73966959 12.80250667 12.83569841
 12.83569841 12.83569841 12.83569841 12.83569841 12.83569841]"
"[-0.70489383 -0.69589575 -0.67246885 -0.63541049 -0.61627566 -0.61627566
 -0.61627566 -0.61627566 -0.61627566 -0.61627566 -0.61627566]","[12.57174206 12.65111999 12.72749408 12.79826484 12.82545913 12.82545913
 12.82545913 12.82545913 12.82545913 12.82545913 12.82545913]"
"[-0.70378053 -0.69460151 -0.67100056 -0.65515904 -0.65515904 -0.65515904
 -0.65515904 -0.65515904 -0.65515904 -0.65515904 -0.65515904]","[12.63013554 12.70949275 12.78581323 12.81984662 12.81984662 12.81984662
 12.81984662 12.81984662 12.81984662 12.81984662 12.81984662]"
"[-0.72276479 -0.71750437 -0.71750437 -0.71750437 -0.71750437 -0.71750437
 -0.71750437 -0.71750437 -0.71750437 -0.71750437 -0.71750437]","[12.75702858 12.81231955 12.81231955 12.81231955 12.81231955 12.81231955
 12.81231955 12.81231955 12.81231955 12.81231955 12.81231955]"
"[0.68449652 0.68449652 0.75636845 0.82733045 0.89339719 0.95061913
 0.99662679 1.02985424 1.0492233  1.05488874 1.0491701 ]","[16.51982498 16.51982498 16.55494291 16.59182973 16.63679832 16.69254302
 16.75785088 16.83049906 16.90800425 16.98771853 17.06745548]"
"[0.77830553 0.85103966 0.92290873 0.99008777 1.04869639 1.0963353
 1.13138305 1.15269566 1.16079703 1.1600447  1.15359359]","[16.61495399 16.64824948 16.68333623 16.72662555 16.78091046 16.84503811
 16.91682583 16.99381908 17.07333715 17.15330834 17.23303472]"
"[0.81680608 0.88830289 0.95502384 1.01305943 1.06002259 1.09431488
 1.1148643  1.12257315 1.12269067 1.11957921 1.11522101]","[16.66896248 16.70480167 16.74879375 16.80369087 16.86831503 16.94046668
 17.01766933 17.09723405 17.17721917 17.25715649 17.3370373 ]"
"[0.90021861 0.97098491 1.03419375 1.08735274 1.12865255 1.15668747
 1.17118041 1.17532414 1.17412409 1.1710179  1.16747699]","[16.7286377  16.76577419 16.81462564 16.87425737 16.94263973 17.01744524
 17.09603428 17.17589204 17.25587648 17.33581558 17.41573716]"
"[0.96034789 1.03124102 1.09416307 1.14697238 1.18787153 1.21546846
 1.22953338 1.23338587 1.23202106 1.22882678 1.22524558]","[16.80115891 16.83798261 16.88720291 16.94714453 17.01576728 17.09073548
 17.16940339 17.24927703 17.32925919 17.40919487 17.48911467]"
"[1.08053923 1.15229155 1.2163711  1.27059684 1.31312314 1.34250255
 1.35826539 1.36304391 1.36189801 1.35849286 1.35443045]","[16.74959183 16.784712   16.83241559 16.89107895 16.95870539 17.03299316
 17.11133187 17.19114793 17.27113133 17.35105793 17.43095465]"
"[1.21323001 1.2858171  1.35104042 1.40668002 1.45084213 1.48202363
 1.49950736 1.50520286 1.50424667 1.50059734 1.49602057]","[16.84762764 16.88098835 16.92711578 16.98443992 17.05100965 17.1245592
 17.20252436 17.28227152 17.36225482 17.44217015 17.52203894]"
"[1.3004663  1.3734287  1.43917326 1.49546226 1.54037984 1.57239716
 1.59067746 1.59677417 1.59586761 1.59206324 1.58720634]","[16.87189865 16.90443032 16.94981176 17.00649835 17.07256069 17.14575026
 17.22352859 17.30324148 17.38322399 17.46313181 17.54298399]"
"[1.45295811 1.52678071 1.59373866 1.65155293 1.69825575 1.73225752
 1.75244066 1.75951388 1.75877452 1.75468024 1.74926097]","[16.86082268 16.89135208 16.93492335 16.99005348 17.05486604 17.12715505
 17.20445162 17.28407217 17.364053   17.44394579 17.52376158]"
"[1.58368266 1.65808497 1.72587752 1.78475291 1.83270722 1.86810826
 1.88975112 1.89804383 1.89790983 1.89384114 1.88797897]","[16.91126633 16.94035443 16.98261542 17.03661089 17.10050303 17.17211718
 17.24901587 17.32851349 17.40849383 17.48838668 17.56817063]"
"[1.73697364 1.81185434 1.88034762 1.94012221 1.98914361 2.0257433
 2.04867559 2.05817798 2.05868822 2.05466313 2.04834115]","[17.02836037 17.05619385 17.09730945 17.15030775 17.21338487 17.28439392
 17.36091798 17.44027639 17.52025099 17.60014442 17.67989245]"
"[1.81127262 1.88632956 1.95508405 2.01519592 2.06461919 2.10167167
 2.12509223 2.13505137 2.1357936  2.13176367 2.12524   ]","[17.06650352 17.09385818 17.13453548 17.18715092 17.24991366 17.32068749
 17.39706353 17.47636437 17.55633536 17.63622782 17.71595923]"
